date,precipitation_mm,temp_max,temp_min,temp_mean,humidity_mean,is_rainy
2016-10-17,0.0,30.2,22.5,25.808333333333334,69.125,0
2016-10-18,0.0,31.9,23.4,26.02608695652174,69.08695652173913,0
2016-10-19,0.0,32.4,22.1,26.633333333333336,67.70833333333333,0
2016-10-20,0.0,32.9,22.7,26.758333333333336,67.25,0
2016-10-21,0.0,32.7,23.4,27.15416666666667,65.33333333333333,0
2016-10-22,2.2,26.1,23.3,24.84166666666667,82.58333333333333,1
2016-10-23,0.7999999999999999,27.7,22.5,24.28333333333333,78.58333333333333,1
2016-10-24,0.0,27.7,21.5,24.520833333333332,80.20833333333333,0
2016-10-25,1.0,29.7,23.4,25.724999999999998,78.83333333333333,1
2016-10-26,0.8,30.5,23.8,26.212500000000002,73.83333333333333,1
2016-10-27,0.0,34.2,23.7,27.295833333333334,64.75,0
2016-10-28,9.6,32.3,21.7,26.304166666666664,70.25,1
2016-10-29,26.8,21.9,18.7,20.216666666666665,86.79166666666667,1
2016-10-30,0.6000000000000001,22.8,19.2,20.995833333333334,81.125,1
2016-10-31,0.0,26.0,20.4,22.46666666666667,71.41666666666667,0
2016-11-01,0.6,26.2,19.6,23.129166666666666,75.75,1
2016-11-02,22.6,26.9,21.3,23.78333333333333,87.66666666666667,1
2016-11-03,0.0,30.5,22.9,26.087500000000002,75.66666666666667,0
2016-11-04,0.0,28.8,23.4,25.666666666666668,74.0,0
2016-11-05,0.0,27.7,21.5,24.962500000000002,73.29166666666667,0
2016-11-06,0.0,28.0,21.2,24.3,77.125,0
2016-11-07,5.199999999999999,26.1,21.4,23.454166666666666,82.70833333333333,1
2016-11-08,10.8,27.1,21.1,23.162499999999998,87.625,1
2016-11-09,0.2,28.7,20.1,24.204166666666666,80.33333333333333,1
2016-11-10,2.0,31.5,22.6,26.21666666666667,73.66666666666667,1
2016-11-11,0.0,32.8,23.8,27.162499999999998,70.0,0
2016-11-12,0.2,33.3,23.7,26.895833333333332,72.95833333333333,1
2016-11-13,24.4,26.2,23.2,24.491666666666664,88.91666666666667,1
2016-11-14,45.4,23.6,21.4,22.229166666666668,97.58333333333333,1
2016-11-15,17.2,30.0,21.6,24.391666666666666,86.83333333333333,1
2016-11-16,0.2,32.2,24.1,26.545833333333334,77.70833333333333,1
2016-11-17,0.8,33.7,24.3,27.354166666666668,77.20833333333333,1
2016-11-18,15.0,27.9,21.5,24.879166666666666,90.08333333333333,1
2016-11-19,17.6,26.5,18.3,21.633333333333336,66.08333333333333,1
2016-11-20,0.0,25.9,17.3,21.662499999999998,58.5,0
2016-11-21,0.0,28.6,17.7,23.004166666666666,70.875,0
2016-11-22,0.0,31.9,20.4,25.212500000000002,74.54166666666667,0
2016-11-23,20.0,24.7,21.2,22.895833333333332,90.29166666666667,1
2016-11-24,5.0,26.1,22.7,23.945833333333336,90.83333333333333,1
2016-11-25,0.0,27.3,22.6,24.47083333333333,77.66666666666667,0
2016-11-26,0.0,28.1,20.7,24.383333333333336,78.70833333333333,0
2016-11-27,0.2,26.8,23.1,24.829166666666666,72.04166666666667,1
2016-11-28,0.0,30.3,21.7,25.866666666666664,72.5,0
2016-11-29,0.0,33.6,24.1,27.349999999999998,72.25,0
2016-11-30,12.2,26.4,21.9,24.0125,89.5,1
2016-12-01,0.0,28.1,21.2,23.7,68.0,0
2016-12-02,0.6,27.0,21.1,23.5,76.33333333333333,1
2016-12-03,2.0,27.9,21.9,24.150000000000002,83.83333333333333,1
2016-12-04,1.6,29.5,23.6,25.758333333333336,79.83333333333333,1
2016-12-05,27.800000000000004,30.5,23.5,25.78333333333333,87.5,1
2016-12-06,0.2,27.6,22.3,24.775000000000002,80.41666666666667,1
2016-12-07,0.2,30.2,23.2,25.900000000000002,74.625,1
2016-12-08,1.0,30.9,24.0,26.829166666666666,85.45833333333333,1
2016-12-09,0.0,33.2,24.1,27.504166666666666,74.66666666666667,0
2016-12-10,8.0,29.7,24.4,25.916666666666668,88.20833333333333,1
2016-12-11,0.2,34.1,24.5,27.629166666666666,73.91666666666667,1
2016-12-12,3.1999999999999997,31.6,24.5,26.97083333333333,82.45833333333333,1
2016-12-13,0.0,32.5,25.7,27.900000000000002,76.5,0
2016-12-14,0.0,32.8,24.9,27.90416666666667,71.29166666666667,0
2016-12-15,2.6,29.5,20.1,25.337500000000002,73.83333333333333,1
2016-12-16,16.4,26.1,20.2,22.304166666666664,78.95833333333333,1
2016-12-17,8.200000000000001,27.9,20.8,24.03333333333333,82.08333333333333,1
2016-12-18,19.0,28.9,22.1,24.875,84.33333333333333,1
2016-12-19,2.2,27.6,22.3,24.71666666666667,85.5,1
2016-12-20,0.2,29.1,21.3,25.004166666666666,82.25,1
2016-12-21,2.8000000000000003,28.6,22.0,25.02916666666667,85.54166666666667,1
2016-12-22,0.0,31.6,22.4,26.766666666666666,78.0,0
2016-12-23,0.0,30.6,22.1,26.5125,76.58333333333333,0
2016-12-24,0.0,32.6,23.2,27.304166666666664,70.58333333333333,0
2016-12-25,0.0,34.7,24.8,28.383333333333336,67.25,0
2016-12-26,0.0,34.0,23.2,28.025000000000002,69.66666666666667,0
2016-12-27,0.0,33.8,23.4,28.150000000000002,68.04166666666667,0
2016-12-28,0.0,33.9,23.9,28.3125,66.20833333333333,0
2016-12-29,0.0,35.2,24.9,28.65416666666667,63.583333333333336,0
2016-12-30,0.0,34.3,24.3,28.383333333333336,62.791666666666664,0
2016-12-31,0.0,34.5,24.3,27.974999999999998,65.125,0
